channel_title,category_id,views,likes,dislikes,comment_total,date,,,,,,,,,,
Jukin Media,15,23428,0,0,0,8.1,,,,,,,,,,
Foil Arms and Hog,23,170783,6524,122,367,8.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,486614,1707,2402,1135,8.1,,,,,,,,,,
Kurt Hugo Schneider,24,288709,29203,450,1474,8.1,,,,,,,,,,
Lauv,10,266819,17243,112,1033,8.1,,,,,,,,,,
Teen Vogue,24,1532908,64461,337,2678,8.1,,,,,,,,,,
TMZSports,17,271719,106,166,479,8.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,237036,2701,72,324,8.1,,,,,,,,,,
Breakfast Club Power 105.1 FM,24,376671,5122,471,1795,8.1,,,,,,,,,,
JessieJVEVO,10,324065,21790,307,1379,8.1,,,,,,,,,,
Jeremy Jahns,24,400390,14271,568,2161,8.1,,,,,,,,,,
Netflix,24,217960,5577,56,277,8.1,,,,,,,,,,
CBS Los Angeles,25,93728,221,76,734,8.1,,,,,,,,,,
Nerdwriter1,24,800010,30139,1177,3021,8.1,,,,,,,,,,
LewisCapaldiVEVO,10,63581,5271,21,335,8.1,,,,,,,,,,
TheEllenShow,24,2306086,39206,1079,2517,8.1,,,,,,,,,,
Nile Wilson,17,118616,7584,31,472,8.1,,,,,,,,,,
Malec,23,827778,23314,291,2264,8.1,,,,,,,,,,
The Infographics Show,27,151318,5072,210,1569,8.1,,,,,,,,,,
Funny Local News,20,10399,90,40,44,8.1,,,,,,,,,,
BuzzFeedBlue,22,906398,13653,1174,1664,8.1,,,,,,,,,,
Jordan Hanz,26,89138,6500,54,488,8.1,,,,,,,,,,
Shay Mitchell,26,96117,6650,71,683,8.1,,,,,,,,,,
ABC Television Network,24,18254,683,8,91,8.1,,,,,,,,,,
Mashd N Kutcher,10,52776,3078,37,236,8.1,,,,,,,,,,
Strictly Dumpling,19,344131,8483,246,1234,8.1,,,,,,,,,,
Hannah Stocking,23,2652149,84469,2332,3118,8.1,,,,,,,,,,
MyHarto,26,56230,4049,22,315,8.1,,,,,,,,,,
Roll Call,25,134083,1850,39,214,8.1,,,,,,,,,,
LegallyArmedAmerica,24,797000,5086,4446,6040,8.1,,,,,,,,,,
BonusXP,20,265508,669,37,66,8.1,,,,,,,,,,
Tinder,24,1200007,0,0,0,8.1,,,,,,,,,,
Guardian Wires,25,836033,5193,702,1810,8.1,,,,,,,,,,
Amber Scholl,26,428384,18982,367,2120,8.1,,,,,,,,,,
The New York Times,25,6000,139,22,71,8.1,,,,,,,,,,
LaurDIY,26,1427287,57892,685,8759,8.1,,,,,,,,,,
Christen Dominique,26,570975,30425,314,3476,8.1,,,,,,,,,,
Brian Tyler Cohen,24,39164,263,34,39,8.1,,,,,,,,,,
DCCCVideo,25,5355,24,2,5,8.1,,,,,,,,,,
Mental Floss,27,83613,1919,40,388,8.1,,,,,,,,,,
PostmodernJukebox,10,197858,10593,109,653,8.1,,,,,,,,,,
PhoebeRyanVEVO,10,49266,3805,20,308,8.1,,,,,,,,,,
Miley's Darwin,10,88722,226,33,41,8.1,,,,,,,,,,
weezer,10,78000,2568,93,607,8.1,,,,,,,,,,
The Verge,28,636149,9461,536,1615,8.1,,,,,,,,,,
DariusRuckerVEVO,10,21268,1079,13,61,8.1,,,,,,,,,,
UrAvgConsumer,28,212484,8713,216,1499,8.1,,,,,,,,,,
jacksfilms,23,1351629,102968,3817,7870,8.1,,,,,,,,,,
RachelPlattenVEVO,10,124286,6653,123,476,8.1,,,,,,,,,,
AvE,28,177304,5284,83,1399,8.1,,,,,,,,,,
The Daily Show with Trevor Noah,23,3615757,60821,9051,13245,8.1,,,,,,,,,,
GRAN TURISMO TV,2,97642,2240,67,405,8.1,,,,,,,,,,
WatchCut Video,24,1579099,34272,482,1430,8.1,,,,,,,,,,
ANDREW HUANG,10,355600,10725,623,2232,8.1,,,,,,,,,,
FergieVEVO,10,520111,20918,762,1401,8.1,,,,,,,,,,
ONE Media,1,162186,396,46,58,8.1,,,,,,,,,,
The View,24,91872,1241,26,370,8.1,,,,,,,,,,
Carolina Panthers,17,23930,184,16,182,8.1,,,,,,,,,,
TheShinsVEVO,10,21826,686,29,73,8.1,,,,,,,,,,
WIRED,28,278683,4756,194,990,8.1,,,,,,,,,,
The Academic,10,1094753,31686,473,891,8.1,,,,,,,,,,
CNNMoney,25,157063,587,6504,1327,8.1,,,,,,,,,,
RAW,22,6651,371,0,44,8.1,,,,,,,,,,
theflippist,1,2037344,32403,778,1132,8.1,,,,,,,,,,
Melodica Men,10,35188,1687,15,159,8.1,,,,,,,,,,
The Illusion contest,27,54262,18,8,1,8.1,,,,,,,,,,
NBA Conference,17,49442,214,10,81,8.1,,,,,,,,,,
Pittsburgh Dad,23,118569,2745,228,331,8.1,,,,,,,,,,
Philip DeFranco,24,1881581,103554,3139,20133,8.1,,,,,,,,,,
clothesencounters,26,229576,7943,268,1314,8.1,,,,,,,,,,
Norm Macdonald,23,654221,9543,531,5040,8.1,,,,,,,,,,
Good Mythical Morning,23,1692926,36238,740,2659,8.1,,,,,,,,,,
Chris Goossens,19,63051,27,5,4,8.1,,,,,,,,,,
Madelaine Petsch,22,160728,13667,51,777,8.1,,,,,,,,,,
Linkin Park,10,2138733,172373,1195,11752,8.1,,,,,,,,,,
영국남자 Korean Englishman,23,676586,9928,267,2696,8.1,,,,,,,,,,
NikkiPhillippi,26,23874,1096,20,253,8.1,,,,,,,,,,
Citron Research,22,43946,0,0,0,8.1,,,,,,,,,,
Screen Junkies,1,1347314,29372,1350,4624,8.1,,,,,,,,,,
USA TODAY,25,83566,176,73,215,8.1,,,,,,,,,,
Clicker Learning Institute for Cats and Kittens,15,4962,8,0,1,8.1,,,,,,,,,,
Jamie Genevieve,22,103887,4482,132,220,8.1,,,,,,,,,,
The Royal Butler,1,57676,144,6,5,8.1,,,,,,,,,,
Mayim Bialik,1,30948,3175,39,421,8.1,,,,,,,,,,
TED-Ed,27,319257,13148,123,542,8.1,,,,,,,,,,
The Dodo,15,269097,10747,50,657,8.1,,,,,,,,,,
Katy Perry,1,0,0,0,0,8.1,,,,,,,,,,
St. Vincent,10,390411,8782,396,653,8.1,,,,,,,,,,
Warner Bros. Pictures,24,8387406,206933,9019,39596,9.1,,,,,,,,,,
Saturday Night Live,24,2356214,28692,4074,3876,9.1,,,,,,,,,,
The X-Files,24,307715,5780,244,932,9.1,,,,,,,,,,
amc,24,413423,9994,812,2316,9.1,,,,,,,,,,
Hulu,24,74328,858,95,133,9.1,,,,,,,,,,
Wengie,26,4632889,455904,4422,121220,9.1,,,,,,,,,,
AlishaMarie,26,701627,43212,521,9091,9.1,,,,,,,,,,
Austin Evans,28,465982,20482,862,2994,9.1,,,,,,,,,,
SamSmithWorldVEVO,10,842365,44489,406,2544,9.1,,,,,,,,,,
CollegeHumor,23,748960,41991,642,2833,9.1,,,,,,,,,,
UFC ON FOX,17,152272,1216,272,866,9.1,,,,,,,,,,
Fox News,25,87700,587,132,793,9.1,,,,,,,,,,
Kitchen Nightmares,24,843971,14613,325,3059,9.1,,,,,,,,,,
BuzzFeedVideo,22,1664009,67452,3511,8447,9.1,,,,,,,,,,
UFC - Ultimate Fighting Championship,17,210671,1917,135,718,9.1,,,,,,,,,,
Atlantic Records,10,2237997,83299,2554,6949,9.1,,,,,,,,,,
Lady Gaga,23,59023,5007,130,640,9.1,,,,,,,,,,
Legendary,1,3888876,43022,6136,13224,9.1,,,,,,,,,,
Grand Ole Opry,10,5782976,33881,2836,2946,9.1,,,,,,,,,,
Alabama Crimson Tide on AL.com,17,53746,492,59,201,9.1,,,,,,,,,,
ASMR Darling,24,999916,54005,2506,10518,9.1,,,,,,,,,,
Jake Paul,22,3755660,150069,37637,39734,9.1,,,,,,,,,,
Mickey Mouse,1,610380,8803,532,1486,9.1,,,,,,,,,,
CNN,25,119114,568,937,1850,9.1,,,,,,,,,,
thejasminebrand,22,24477,66,186,126,9.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,2248967,51006,1445,2727,9.1,,,,,,,,,,
The Graham Norton Show,24,674829,6426,706,957,9.1,,,,,,,,,,
Simply Nailogical,24,1099546,61195,679,6793,9.1,,,,,,,,,,
Big Ten Network,17,46530,208,115,98,9.1,,,,,,,,,,
Rosanna Pansino,26,497788,23605,248,4414,9.1,,,,,,,,,,
Food Wishes,26,242409,7601,190,856,9.1,,,,,,,,,,
Vox,25,378006,12268,434,1829,9.1,,,,,,,,,,
Amazon Video,24,862747,1642,142,344,9.1,,,,,,,,,,
ABC News,25,14824,143,30,92,9.1,,,,,,,,,,
BuzzFeed Celeb,22,140492,3923,355,381,9.1,,,,,,,,,,
Rudy Mancuso,23,1972192,163880,2831,15188,9.1,,,,,,,,,,
Safiya Nygaard,22,2076056,80042,990,5577,9.1,,,,,,,,,,
KaneBrownVEVO,10,812153,32635,712,1393,9.1,,,,,,,,,,
NFVEVO,10,842655,50004,795,5669,9.1,,,,,,,,,,
Simon's Cat,15,446773,16384,254,746,9.1,,,,,,,,,,
vlogbrothers,22,405990,15454,493,1719,9.1,,,,,,,,,,
Studio C,23,269201,10301,234,2193,9.1,,,,,,,,,,
iJustine,22,528235,20607,1796,10079,9.1,,,,,,,,,,
MyLifeAsEva,26,1403430,82893,2537,10174,9.1,,,,,,,,,,
James Charles,24,1151380,62995,1672,3058,9.1,,,,,,,,,,
The Mighty EROCK,22,56586,1253,1061,0,9.1,,,,,,,,,,
thataylaa,26,216739,10715,516,2208,9.1,,,,,,,,,,
Jimmy Kimmel Live,24,1202911,18238,559,1843,9.1,,,,,,,,,,
Las Vegas Metropolitan Police,27,33089,0,0,0,9.1,,,,,,,,,,
Grace Helbig,22,236718,12838,121,491,9.1,,,,,,,,,,
NBA Highlights · YouTube,17,94465,145,2574,1227,9.1,,,,,,,,,,
Gus Johnson,23,1055334,38931,1341,2335,9.1,,,,,,,,,,
VLOGTOWSKI,22,250586,12349,235,1828,9.1,,,,,,,,,,
The Late Late Show with James Corden,24,640912,10032,274,765,9.1,,,,,,,,,,
Team Coco,23,1267297,33134,936,2725,9.1,,,,,,,,,,
Lin-Manuel Miranda - Topic,10,127540,5089,186,423,9.1,,,,,,,,,,
CBS This Morning,25,7198,57,15,66,9.1,,,,,,,,,,
Anwar Jibawi,23,2846933,102882,2484,4667,9.1,,,,,,,,,,
Nissan USA,2,187849,292,8,27,9.1,,,,,,,,,,
SUPERFRUIT,24,246346,24518,172,3503,9.1,,,,,,,,,,
BuzzFeed Nifty,26,31355,1100,16,68,9.1,,,,,,,,,,
Rclbeauty101,24,919023,37965,1069,5392,9.1,,,,,,,,,,
First We Feast,26,4842696,190716,2011,22247,9.1,,,,,,,,,,
TimandFaithVEVO,10,141358,2587,67,177,9.1,,,,,,,,,,
BBC News,25,1436614,4742,2551,5255,9.1,,,,,,,,,,
Walk off the Earth,10,209522,9386,78,351,9.1,,,,,,,,,,
Refinery29,26,21649,724,22,92,9.1,,,,,,,,,,
CrazyRussianHacker,28,1383791,29058,1026,1458,9.1,,,,,,,,,,
SORTEDfood,26,109868,3700,52,317,9.1,,,,,,,,,,
Freestyle Digital Media,1,344304,1103,59,159,9.1,,,,,,,,,,
ScreenPrism,1,13373,680,20,70,9.1,,,,,,,,,,
BuzzFeed News,22,185997,544,5049,3279,9.1,,,,,,,,,,
AsapSCIENCE,28,698739,28075,612,2420,9.1,,,,,,,,,,
Liza Koshy,23,4749431,350588,8335,12849,9.1,,,,,,,,,,
Kurt Hugo Schneider,24,429039,37446,562,1708,9.1,,,,,,,,,,
CinemaSins,1,953865,21613,533,3497,9.1,,,,,,,,,,
Juliana LePine Sculptures- ENGLISH,1,205678,2982,22,216,9.1,,,,,,,,,,
ExplosmEntertainment,23,1496527,56781,3541,3288,9.1,,,,,,,,,,
Tested,28,245016,7587,111,682,9.1,,,,,,,,,,
ToveLoVEVO,10,614266,23464,943,1864,9.1,,,,,,,,,,
Peter Hollens,10,102349,9852,55,1823,9.1,,,,,,,,,,
Good Morning America,24,67385,88,5,22,9.1,,,,,,,,,,
ViralHog,22,531924,344,51,84,9.1,,,,,,,,,,
Jaclyn Hill,26,1183134,72384,2480,7277,9.1,,,,,,,,,,
Maroon5VEVO,10,1360736,63953,1266,2501,9.1,,,,,,,,,,
Amy Macedo,26,47808,3237,42,290,9.1,,,,,,,,,,
Tyler Oakley,24,226041,21008,172,2287,9.1,,,,,,,,,,
Kurzgesagt – In a Nutshell,27,1839652,106561,784,8942,9.1,,,,,,,,,,
schmoyoho,10,145650,9665,117,1222,9.1,,,,,,,,,,
Greg and Mitch,27,173302,5108,816,551,9.1,,,,,,,,,,
This Morning,24,4793818,57954,1653,0,9.1,,,,,,,,,,
Wendy Williams,24,332061,5969,328,1380,9.1,,,,,,,,,,
Nyma Tang,26,44286,3908,20,360,9.1,,,,,,,,,,
SuperCarlinBrothers,22,221006,10275,232,2993,9.1,,,,,,,,,,
Chloe Morello,26,155915,9001,155,276,9.1,,,,,,,,,,
Hunter Hayes,10,51158,2804,40,231,9.1,,,,,,,,,,
Proximity,24,297896,16176,139,429,9.1,,,,,,,,,,
Charlie Puth,10,2649954,168015,1155,11515,100,9.1,,,,,,,,,
Life Noggin,27,442613,15892,263,3657,9.1,,,,,,,,,,
TIME,25,99713,418,871,1433,100,9.1,,,,,,,,,
TIME,25,99713,418,871,1433,100,9.1,,,,,,,,,
Charlie Puth,10,2650679,168019,1155,11515,100,9.1,,,,,,,,,
Chris and Jack,23,50796,2694,23,191,9.1,,,,,,,,,,
PinkVEVO,10,1131207,53495,555,2242,9.1,,,,,,,,,,
Nukazooka,24,273497,15021,160,838,9.1,,,,,,,,,,
SYFY,24,237220,1260,28,98,9.1,,,,,,,,,,
Full Frontal with Samantha Bee,22,572313,7613,1432,691,9.1,,,,,,,,,,
Al Jazeera English,25,539774,1744,626,2256,9.1,,,,,,,,,,
I Covet Thee,26,165969,9204,119,4568,9.1,,,,,,,,,,
The Mom's View,22,48771,2553,81,427,9.1,,,,,,,,,,
HBO,1,18485,187,10,16,9.1,,,,,,,,,,
PolymomoTea,26,26906,1733,9,188,9.1,,,,,,,,,,
JennaMarbles,23,2575442,184853,1108,17383,9.1,,,,,,,,,,
NFL,17,60482,281,45,207,9.1,,,,,,,,,,
colinfurze,2,1158597,31596,1007,1772,9.1,,,,,,,,,,
GraceVanderWaalVEVO,10,405322,32634,210,3791,9.1,,,,,,,,,,
Patricia Bright,26,376146,17122,277,1762,9.1,,,,,,,,,,
Made by Google,28,2280936,0,0,0,9.1,,,,,,,,,,
Late Night with Seth Meyers,23,45388,573,9,51,9.1,,,,,,,,,,
Funny Local News,20,11322,94,40,46,9.1,,,,,,,,,,
Marques Brownlee,28,2784216,72959,2106,10958,9.1,,,,,,,,,,
Mike Boyd,24,322955,10660,166,2215,9.1,,,,,,,,,,
Lauv,10,343729,20121,135,1101,9.1,,,,,,,,,,
Sony Pictures Entertainment,24,441946,596,36,61,9.1,,,,,,,,,,
JessieJVEVO,10,377016,23268,331,1339,9.1,,,,,,,,,,
Meet Arnold,22,2066188,60255,2870,9565,9.1,,,,,,,,,,
The School of Life,27,200886,10092,154,694,9.1,,,,,,,,,,
Malec,23,1026240,25723,324,2421,9.1,,,,,,,,,,
Nile Wilson,17,134771,8169,32,485,9.1,,,,,,,,,,
The Oregonian,25,482552,999,354,0,9.1,,,,,,,,,,
ChrisFix,2,828695,31562,701,3266,9.1,,,,,,,,,,
Foil Arms and Hog,23,189347,7104,126,341,9.1,,,,,,,,,,
Teen Vogue,24,1682088,69653,357,2118,9.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,247371,2779,74,326,9.1,,,,,,,,,,
SMTOWN,10,424186,80991,515,8293,9.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,497924,1717,2406,1094,9.1,,,,,,,,,,
Netflix,24,269772,6766,73,287,9.1,,,,,,,,,,
Jeremy Jahns,24,426772,14838,647,2039,9.1,,,,,,,,,,
Shay Mitchell,26,103414,7016,76,582,9.1,,,,,,,,,,
Breakfast Club Power 105.1 FM,24,397121,5368,479,1556,9.1,,,,,,,,,,
Nerdwriter1,24,824384,30854,1195,2618,9.1,,,,,,,,,,
CBS Los Angeles,25,94339,221,76,503,9.1,,,,,,,,,,
LewisCapaldiVEVO,10,81921,6025,26,350,9.1,,,,,,,,,,
The Infographics Show,27,158523,5206,217,1627,9.1,,,,,,,,,,
TheEllenShow,24,2438448,40682,1104,1632,9.1,,,,,,,,,,
Amazon Studios,1,449841,2052,415,394,9.1,,,,,,,,,,
Jordan Hanz,26,98115,6894,56,479,9.1,,,,,,,,,,
CBS News,25,1774982,5223,2441,11757,9.1,,,,,,,,,,
BuzzFeedBlue,22,960520,14219,1206,1206,9.1,,,,,,,,,,
ABC Television Network,24,40249,589,11,37,9.1,,,,,,,,,,
Lukas Graham,10,141756,6123,134,741,9.1,,,,,,,,,,
The Gregory Brothers,23,9917,528,49,64,9.1,,,,,,,,,,
3Blue1Brown,27,194566,13535,58,958,9.1,,,,,,,,,,
Ed Gillespie,25,468,0,0,0,9.1,,,,,,,,,,
PostmodernJukebox,10,221160,11257,112,695,9.1,,,,,,,,,,
Jukin Media,15,30181,0,0,0,9.1,,,,,,,,,,
Strictly Dumpling,19,364337,8750,258,1260,9.1,,,,,,,,,,
E! Entertainment,24,874796,2531,337,344,9.1,,,,,,,,,,
hackerspaceshop,28,2877,0,0,6,9.1,,,,,,,,,,
MyHarto,26,59693,4216,27,325,9.1,,,,,,,,,,
Hannah Stocking,23,2889076,88854,2471,2928,9.1,,,,,,,,,,
RachelPlattenVEVO,10,182275,8040,155,441,9.1,,,,,,,,,,
Guardian Wires,25,849889,5255,712,1855,9.1,,,,,,,,,,
LegallyArmedAmerica,24,907723,5806,4823,5619,9.1,,,,,,,,,,
LaurDIY,26,1499332,59764,711,8965,9.1,,,,,,,,,,
Roll Call,25,135142,1854,40,171,9.1,,,,,,,,,,
Mashd N Kutcher,10,60315,3337,39,204,9.1,,,,,,,,,,
Christen Dominique,26,824176,40040,429,4160,9.1,,,,,,,,,,
DCCCVideo,25,5599,26,2,5,9.1,,,,,,,,,,
BonusXP,20,299550,686,37,64,9.1,,,,,,,,,,
CBS Miami,25,18001,53,9,36,9.1,,,,,,,,,,
Brian Tyler Cohen,24,40122,267,35,33,9.1,,,,,,,,,,
Mental Floss,27,89730,2020,44,305,9.1,,,,,,,,,,
The New York Times,25,6832,153,25,77,9.1,,,,,,,,,,
Miley's Darwin,10,92961,233,33,34,9.1,,,,,,,,,,
The Verge,28,677924,9994,559,1394,9.1,,,,,,,,,,
TheShinsVEVO,10,25568,727,36,74,9.1,,,,,,,,,,
jacksfilms,23,1375587,103944,3858,7916,9.1,,,,,,,,,,
Amber Scholl,26,452695,19658,381,1701,9.1,,,,,,,,,,
GRAN TURISMO TV,2,112141,2384,73,358,9.1,,,,,,,,,,
AvE,28,184155,5419,88,1424,9.1,,,,,,,,,,
weezer,10,87280,2730,99,412,9.1,,,,,,,,,,
FergieVEVO,10,570790,21614,791,1181,9.1,,,,,,,,,,
The Daily Show with Trevor Noah,23,3690455,61549,9201,13333,9.1,,,,,,,,,,
The View,24,107469,1487,31,414,9.1,,,,,,,,,,
RAW,22,7310,396,0,45,9.1,,,,,,,,,,
MinuteEarth,28,218853,9184,164,896,9.1,,,,,,,,,,
UrAvgConsumer,28,218241,8859,221,1532,9.1,,,,,,,,,,
ONE Media,1,188899,437,50,65,9.1,,,,,,,,,,
LukeBryanVEVO,10,144507,4400,138,312,9.1,,,,,,,,,,
Tinder,24,1498309,0,0,0,9.1,,,,,,,,,,
Melodica Men,10,39562,1962,17,170,9.1,,,,,,,,,,
Carolina Panthers,17,24149,185,16,157,9.1,,,,,,,,,,
theflippist,1,2110069,32763,792,1105,9.1,,,,,,,,,,
WatchCut Video,24,1672896,36014,497,1444,9.1,,,,,,,,,,
Giaco Whatever,24,73789,2457,284,342,9.1,,,,,,,,,,
PhoebeRyanVEVO,10,65350,4517,26,263,9.1,,,,,,,,,,
ANDREW HUANG,10,363558,10982,627,2267,9.1,,,,,,,,,,
WIRED,28,281779,4781,196,806,9.1,,,,,,,,,,
CarlyPearceVEVO,10,3694,162,2,14,9.1,,,,,,,,,,
Star Wars,24,4732329,244811,5164,45813,10.1,,,,,,,,,,
CaseyNeistat,22,1693261,80673,2922,8131,10.1,,,,,,,,,,
LastWeekTonight,24,3210991,104876,8352,21896,10.1,,,,,,,,,,
Warner Bros. Pictures,24,13335030,260517,13268,48580,10.1,,,,,,,,,,
Good Mythical MORE,23,307608,8397,319,1087,10.1,,,,,,,,,,
The View,24,141376,1164,918,1378,10.1,,,,,,,,,,
Life Noggin,27,468252,15542,415,2947,10.1,,,,,,,,,,
TV Shows,22,700957,5032,1370,1292,10.1,,,,,,,,,,
In Real Life,22,90063,2974,572,842,10.1,,,,,,,,,,
Business Insider,25,154143,680,1539,2022,10.1,,,,,,,,,,
CrazyRussianHacker,28,1541294,38686,1934,7084,10.1,,,,,,,,,,
NFL,17,1404748,11436,791,5183,10.1,,,,,,,,,,
BuzzFeedVideo,22,3904216,100792,1877,11164,10.1,,,,,,,,,,
Saturday Night Live,24,3408151,35358,5792,5096,10.1,,,,,,,,,,
Kylie Cosmetics,22,728736,39810,1135,1884,10.1,,,,,,,,,,
Vox,25,506203,18487,3967,5148,10.1,,,,,,,,,,
Davide Quaranta,22,46554,290,718,398,10.1,,,,,,,,,,
The X-Files,24,698566,9551,465,1646,10.1,,,,,,,,,,
TheEllenShow,24,242117,3883,105,246,10.1,,,,,,,,,,
Hulu,24,317802,2181,208,431,10.1,,,,,,,,,,
Columbia Sportswear,24,96939,2213,141,207,10.1,,,,,,,,,,
Good Mythical Morning,23,2382072,95939,27771,28801,10.1,,,,,,,,,,
amc,24,578067,12098,1104,2968,10.1,,,,,,,,,,
AMAZING HOODFACTSUNCUT,22,68788,20,38,12,10.1,,,,,,,,,,
Wengie,26,5616185,520407,5462,140008,10.1,,,,,,,,,,
HellthyJunkFood,24,330125,10435,322,2834,10.1,,,,,,,,,,
ViralHog,22,8277,63,20,31,10.1,,,,,,,,,,
AlishaMarie,26,1224256,62687,1072,11405,10.1,,,,,,,,,,
The Jonathan Ross Show,24,881809,3730,75,223,10.1,,,,,,,,,,
Tech Insider,28,125931,3871,479,531,10.1,,,,,,,,,,
Austin Evans,28,687741,25971,1248,3729,10.1,,,,,,,,,,
SamSmithWorldVEVO,10,1241672,52184,627,2982,10.1,,,,,,,,,,
TimandFaithVEVO,10,369347,5339,175,272,10.1,,,,,,,,,,
SciShow,27,309240,10803,158,526,10.1,,,,,,,,,,
UFC ON FOX,17,295446,1859,370,1097,10.1,,,,,,,,,,
Netflix,24,77037,1357,47,128,10.1,,,,,,,,,,
HaileeSteinfeldVEVO,10,177472,22954,134,1321,10.1,,,,,,,,,,
Fox News,25,137693,774,193,1077,10.1,,,,,,,,,,
Annapurna Channel,1,445245,441,127,140,10.1,,,,,,,,,,
U.S. Soccer,17,26984,483,25,218,10.1,,,,,,,,,,
KnowledgeHub,27,127246,8096,190,1717,10.1,,,,,,,,,,
CNN,25,32462,280,207,749,10.1,,,,,,,,,,
GoPro,17,61462,2893,53,141,10.1,,,,,,,,,,
UFC - Ultimate Fighting Championship,17,246588,2048,159,815,10.1,,,,,,,,,,
Huckabee,25,341785,0,0,0,10.1,,,,,,,,,,
Alabama Crimson Tide on AL.com,17,89955,706,87,287,10.1,,,,,,,,,,
1791L,25,126534,10244,617,2813,10.1,,,,,,,,,,
The Dodo,15,97846,4203,33,359,10.1,,,,,,,,,,
Kitchen Nightmares,24,1017072,16202,396,3478,10.1,,,,,,,,,,
Big Ten Network,17,129203,544,329,201,10.1,,,,,,,,,,
Super Bunnyhop,20,114683,7990,100,1431,10.1,,,,,,,,,,
Hymes Jeff,25,15463,75,195,135,10.1,,,,,,,,,,
Refinery29,26,11596,336,21,37,10.1,,,,,,,,,,
StarTalk Radio,28,82165,3156,54,375,10.1,,,,,,,,,,
CollegeHumor,23,859119,45152,767,3049,10.1,,,,,,,,,,
Eater,26,30314,506,197,137,10.1,,,,,,,,,,
ABC News,25,28471,200,46,172,10.1,,,,,,,,,,
Not Dan Harmon,22,204435,1049,505,2244,10.1,,,,,,,,,,
sonjdradeluxe,26,60213,5456,106,622,10.1,,,,,,,,,,
Lady Gaga,23,82639,5445,217,717,10.1,,,,,,,,,,
John Campea,24,28347,1063,45,338,10.1,,,,,,,,,,
California Senate Democrats,25,559,0,0,0,10.1,,,,,,,,,,
thejasminebrand,22,32760,86,234,155,10.1,,,,,,,,,,
Atlantic Records,10,2519222,89671,2759,7358,10.1,,,,,,,,,,
Grand Ole Opry,10,5939630,35171,2887,2977,10.1,,,,,,,,,,
Legendary,1,4697178,46118,6533,14183,10.1,,,,,,,,,,
ASMR Darling,24,1175927,58845,2909,11202,10.1,,,,,,,,,,
Mickey Mouse,1,734579,9622,637,1590,10.1,,,,,,,,,,
Jake Paul,22,3927760,153392,40025,40814,10.1,,,,,,,,,,
Animal Adventure Park,15,34465,1813,21,12,10.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,394898,10419,188,579,10.1,,,,,,,,,,
The Graham Norton Show,24,731802,6796,758,1033,10.1,,,,,,,,,,
Alec Benjamin,10,21310,3810,4,1143,10.1,,,,,,,,,,
Simply Nailogical,24,1221593,65710,758,7101,10.1,,,,,,,,,,
Rosanna Pansino,26,553308,25000,264,4890,10.1,,,,,,,,,,
Food Wishes,26,266476,8144,199,936,10.1,,,,,,,,,,
NBA Highlights · YouTube,17,105818,1131,45,574,10.1,,,,,,,,,,
Amazon Video,24,1210034,1832,153,377,10.1,,,,,,,,,,
BuzzFeed Celeb,22,166072,4298,421,452,10.1,,,,,,,,,,
Rudy Mancuso,23,2203016,171675,3043,16145,10.1,,,,,,,,,,
NFVEVO,10,1009012,54217,896,6171,10.1,,,,,,,,,,
KaneBrownVEVO,10,1060840,38987,857,1573,10.1,,,,,,,,,,
Simon's Cat,15,507798,17760,279,796,10.1,,,,,,,,,,
Studio C,23,293613,10760,250,2311,10.1,,,,,,,,,,
Safiya Nygaard,22,2225034,83114,1053,5742,10.1,,,,,,,,,,
vlogbrothers,22,428301,15975,512,1761,10.1,,,,,,,,,,
iJustine,22,578189,21571,1990,10650,10.1,,,,,,,,,,
MyLifeAsEva,26,1534489,88427,2746,10758,10.1,,,,,,,,,,
Why Don't We,10,1373362,113846,858,16321,10.1,,,,,,,,,,
James Charles,24,1214938,65517,1834,3132,10.1,,,,,,,,,,
thataylaa,26,239292,11282,558,2341,10.1,,,,,,,,,,
Grace Helbig,22,257497,13571,135,515,10.1,,,,,,,,,,
The Mighty EROCK,22,63232,1315,1124,0,10.1,,,,,,,,,,
BBC News,25,1447168,4758,2567,5314,10.1,,,,,,,,,,
Gus Johnson,23,1101771,39808,1366,2370,10.1,,,,,,,,,,
Freestyle Digital Media,1,364745,1130,59,159,10.1,,,,,,,,,,
Jimmy Kimmel Live,24,1372095,20364,631,2045,10.1,,,,,,,,,,
VLOGTOWSKI,22,278127,13069,260,1927,10.1,,,,,,,,,,
The Late Late Show with James Corden,24,693396,10596,286,821,10.1,,,,,,,,,,
HBO,1,31693,249,11,18,10.1,,,,,,,,,,
Kurt Hugo Schneider,24,525773,41906,639,1783,10.1,,,,,,,,,,
Lin-Manuel Miranda - Topic,10,136850,5333,197,430,10.1,,,,,,,,,,
Steven Malcolm,10,78824,1125,43,276,10.1,,,,,,,,,,
SORTEDfood,26,119317,3912,57,343,10.1,,,,,,,,,,
Las Vegas Metropolitan Police,27,37356,0,0,0,10.1,,,,,,,,,,
Nissan USA,2,200414,335,11,40,10.1,,,,,,,,,,
